video,class,actual,prediction,confidence,result_type
Scenes 001-020__309-3-_20230815150109755.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 041-060__411D-1- mos_20230816005120796.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 041-060__411D-1- mos_20230816005120796.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 041-060__411D-1- mos_20230816005120796.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 041-060__411D-1- mos_20230816005120796.mp4,Time Stick,0.0,0,0.0,TN
Scenes 041-060__411D-1- mos_20230816005120796.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 041-060__411D-1- mos_20230816005120796.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 041-060__411D-1- mos_20230816005120796.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 041-060__411D-1- mos_20230816005120796.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 041-060__411D-1- mos_20230816005120796.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 041-060__411D-1- mos_20230816005120796.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 041-060__411D-1- mos_20230816005120796.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 041-060__411D-1- mos_20230816005120796.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 041-060__411D-1- mos_20230816005120796.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 041-060__411D-1- mos_20230816005120796.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 041-060__411D-1- mos_20230816005120796.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 041-060__411D-1- mos_20230816005120796.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 041-060__411D-1- mos_20230816005120796.mp4,TemPad,0.0,0,0.0,TN
Scenes 041-060__411D-1- mos_20230816005120796.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 021-040__221-4-_20230815180803766.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 021-040__221-4-_20230815180803766.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 021-040__221-4-_20230815180803766.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 021-040__221-4-_20230815180803766.mp4,Time Stick,0.0,0,0.0,TN
Scenes 021-040__221-4-_20230815180803766.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 021-040__221-4-_20230815180803766.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 021-040__221-4-_20230815180803766.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 021-040__221-4-_20230815180803766.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 021-040__221-4-_20230815180803766.mp4,Loki's dagger,0.0,1,0.8226989507675171,FP
Scenes 021-040__221-4-_20230815180803766.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 021-040__221-4-_20230815180803766.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 021-040__221-4-_20230815180803766.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 021-040__221-4-_20230815180803766.mp4,Loki's Variant uniform,1.0,1,0.9195982217788696,TP
Scenes 021-040__221-4-_20230815180803766.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 021-040__221-4-_20230815180803766.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 021-040__221-4-_20230815180803766.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 021-040__221-4-_20230815180803766.mp4,TemPad,0.0,1,0.857505202293396,FP
Scenes 021-040__221-4-_20230815180803766.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 001-020__110C-1-_20230728125333457.mp4,TVA Monitor,1.0,1,0.9682509899139404,TP
Scenes 001-020__110C-1-_20230728125333457.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 001-020__110C-1-_20230728125333457.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 001-020__110C-1-_20230728125333457.mp4,Time Stick,0.0,0,0.0,TN
Scenes 001-020__110C-1-_20230728125333457.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 001-020__110C-1-_20230728125333457.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 001-020__110C-1-_20230728125333457.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 001-020__110C-1-_20230728125333457.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 001-020__110C-1-_20230728125333457.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 001-020__110C-1-_20230728125333457.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 001-020__110C-1-_20230728125333457.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 001-020__110C-1-_20230728125333457.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 001-020__110C-1-_20230728125333457.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 001-020__110C-1-_20230728125333457.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 001-020__110C-1-_20230728125333457.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 001-020__110C-1-_20230728125333457.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 001-020__110C-1-_20230728125333457.mp4,TemPad,0.0,1,0.8074002265930176,FP
Scenes 001-020__110C-1-_20230728125333457.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,Time Stick,0.0,0,0.0,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,TVA Prisoner Uniform,1.0,1,0.8693149089813232,TP
Scenes 001-020__112P-5- mos_20230728143243774.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,TemPad,0.0,0,0.0,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 041-060__238A-2-_20230815193138550.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 041-060__238A-2-_20230815193138550.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 041-060__238A-2-_20230815193138550.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 041-060__238A-2-_20230815193138550.mp4,Time Stick,0.0,0,0.0,TN
Scenes 041-060__238A-2-_20230815193138550.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 041-060__238A-2-_20230815193138550.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 041-060__238A-2-_20230815193138550.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 041-060__238A-2-_20230815193138550.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 041-060__238A-2-_20230815193138550.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 041-060__238A-2-_20230815193138550.mp4,TVA Uniform,1.0,0,0.0,FN
Scenes 041-060__238A-2-_20230815193138550.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 041-060__238A-2-_20230815193138550.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 041-060__238A-2-_20230815193138550.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 041-060__238A-2-_20230815193138550.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 041-060__238A-2-_20230815193138550.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 041-060__238A-2-_20230815193138550.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 041-060__238A-2-_20230815193138550.mp4,TemPad,0.0,0,0.0,TN
Scenes 041-060__238A-2-_20230815193138550.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 041-060__238B-1-_20230815193151869.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 041-060__238B-1-_20230815193151869.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 041-060__238B-1-_20230815193151869.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 041-060__238B-1-_20230815193151869.mp4,Time Stick,0.0,0,0.0,TN
Scenes 041-060__238B-1-_20230815193151869.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 041-060__238B-1-_20230815193151869.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 041-060__238B-1-_20230815193151869.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 041-060__238B-1-_20230815193151869.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 041-060__238B-1-_20230815193151869.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 041-060__238B-1-_20230815193151869.mp4,TVA Uniform,1.0,0,0.0,FN
Scenes 041-060__238B-1-_20230815193151869.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 041-060__238B-1-_20230815193151869.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 041-060__238B-1-_20230815193151869.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 041-060__238B-1-_20230815193151869.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 041-060__238B-1-_20230815193151869.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 041-060__238B-1-_20230815193151869.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 041-060__238B-1-_20230815193151869.mp4,TemPad,0.0,0,0.0,TN
Scenes 041-060__238B-1-_20230815193151869.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 001-020__319-9_20230815201611576.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 001-020__319-9_20230815201611576.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 001-020__319-9_20230815201611576.mp4,Aligator Loki Plushie,0.0,1,0.842120349407196,FP
Scenes 001-020__319-9_20230815201611576.mp4,Time Stick,0.0,0,0.0,TN
Scenes 001-020__319-9_20230815201611576.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 001-020__319-9_20230815201611576.mp4,Sylvie's Armor,1.0,0,0.0,FN
Scenes 001-020__319-9_20230815201611576.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 001-020__319-9_20230815201611576.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 001-020__319-9_20230815201611576.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 001-020__319-9_20230815201611576.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 001-020__319-9_20230815201611576.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 001-020__319-9_20230815201611576.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 001-020__319-9_20230815201611576.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 001-020__319-9_20230815201611576.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 001-020__319-9_20230815201611576.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 001-020__319-9_20230815201611576.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 001-020__319-9_20230815201611576.mp4,TemPad,0.0,0,0.0,TN
Scenes 001-020__319-9_20230815201611576.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 001-020__504T-3-_20230816050753649.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 001-020__504T-3-_20230816050753649.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 001-020__504T-3-_20230816050753649.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 001-020__504T-3-_20230816050753649.mp4,Time Stick,0.0,0,0.0,TN
Scenes 001-020__504T-3-_20230816050753649.mp4,TimeSpear,1.0,1,0.971289336681366,TP
Scenes 001-020__504T-3-_20230816050753649.mp4,Sylvie's Armor,1.0,1,0.9183786511421204,TP
Scenes 001-020__504T-3-_20230816050753649.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 001-020__504T-3-_20230816050753649.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 001-020__504T-3-_20230816050753649.mp4,Loki's dagger,0.0,1,0.8119348287582397,FP
Scenes 001-020__504T-3-_20230816050753649.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 001-020__504T-3-_20230816050753649.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 001-020__504T-3-_20230816050753649.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 001-020__504T-3-_20230816050753649.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 001-020__504T-3-_20230816050753649.mp4,Sylvie's machete,1.0,1,0.8673282861709595,TP
Scenes 001-020__504T-3-_20230816050753649.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 001-020__504T-3-_20230816050753649.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 001-020__504T-3-_20230816050753649.mp4,TemPad,1.0,1,0.8288800120353699,TP
Scenes 001-020__504T-3-_20230816050753649.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 021-040__536A-3-_20230816063724398.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 021-040__536A-3-_20230816063724398.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 021-040__536A-3-_20230816063724398.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 021-040__536A-3-_20230816063724398.mp4,Time Stick,0.0,0,0.0,TN
Scenes 021-040__536A-3-_20230816063724398.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 021-040__536A-3-_20230816063724398.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 021-040__536A-3-_20230816063724398.mp4,Boastful Loki Armor,0.0,1,0.8131094574928284,FP
Scenes 021-040__536A-3-_20230816063724398.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 021-040__536A-3-_20230816063724398.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 021-040__536A-3-_20230816063724398.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 021-040__536A-3-_20230816063724398.mp4,Kid Loki Armor,1.0,1,0.9104811549186707,TP
Scenes 021-040__536A-3-_20230816063724398.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 021-040__536A-3-_20230816063724398.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 021-040__536A-3-_20230816063724398.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 021-040__536A-3-_20230816063724398.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 021-040__536A-3-_20230816063724398.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 021-040__536A-3-_20230816063724398.mp4,TemPad,0.0,1,0.8168097138404846,FP
Scenes 021-040__536A-3-_20230816063724398.mp4,Classic Loki Armor,1.0,1,0.8779119253158569,TP
Scenes 001-020__211H-2-_20230815190456898.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 001-020__211H-2-_20230815190456898.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 001-020__211H-2-_20230815190456898.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 001-020__211H-2-_20230815190456898.mp4,Time Stick,0.0,0,0.0,TN
Scenes 001-020__211H-2-_20230815190456898.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 001-020__211H-2-_20230815190456898.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 001-020__211H-2-_20230815190456898.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 001-020__211H-2-_20230815190456898.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 001-020__211H-2-_20230815190456898.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 001-020__211H-2-_20230815190456898.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 001-020__211H-2-_20230815190456898.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 001-020__211H-2-_20230815190456898.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 001-020__211H-2-_20230815190456898.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 001-020__211H-2-_20230815190456898.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 001-020__211H-2-_20230815190456898.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 001-020__211H-2-_20230815190456898.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 001-020__211H-2-_20230815190456898.mp4,TemPad,0.0,1,0.8671879768371582,FP
Scenes 001-020__211H-2-_20230815190456898.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 021-040__537C-2_20230816070308783.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 021-040__537C-2_20230816070308783.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 021-040__537C-2_20230816070308783.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 021-040__537C-2_20230816070308783.mp4,Time Stick,0.0,0,0.0,TN
Scenes 021-040__537C-2_20230816070308783.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 021-040__537C-2_20230816070308783.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 021-040__537C-2_20230816070308783.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 021-040__537C-2_20230816070308783.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 021-040__537C-2_20230816070308783.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 021-040__537C-2_20230816070308783.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 021-040__537C-2_20230816070308783.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 021-040__537C-2_20230816070308783.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 021-040__537C-2_20230816070308783.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 021-040__537C-2_20230816070308783.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 021-040__537C-2_20230816070308783.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 021-040__537C-2_20230816070308783.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 021-040__537C-2_20230816070308783.mp4,TemPad,0.0,0,0.0,TN
Scenes 021-040__537C-2_20230816070308783.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 021-040__230-1ng_20230815191241114.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 021-040__230-1ng_20230815191241114.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 021-040__230-1ng_20230815191241114.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 021-040__230-1ng_20230815191241114.mp4,Time Stick,0.0,0,0.0,TN
Scenes 021-040__230-1ng_20230815191241114.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 021-040__230-1ng_20230815191241114.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 021-040__230-1ng_20230815191241114.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 021-040__230-1ng_20230815191241114.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 021-040__230-1ng_20230815191241114.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 021-040__230-1ng_20230815191241114.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 021-040__230-1ng_20230815191241114.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 021-040__230-1ng_20230815191241114.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 021-040__230-1ng_20230815191241114.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 021-040__230-1ng_20230815191241114.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 021-040__230-1ng_20230815191241114.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 021-040__230-1ng_20230815191241114.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 021-040__230-1ng_20230815191241114.mp4,TemPad,0.0,0,0.0,TN
Scenes 021-040__230-1ng_20230815191241114.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 021-040__237B-1-_20230815180326204.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 021-040__237B-1-_20230815180326204.mp4,Loki's Armor,0.0,1,0.8379996418952942,FP
Scenes 021-040__237B-1-_20230815180326204.mp4,Aligator Loki Plushie,0.0,1,0.8104519248008728,FP
Scenes 021-040__237B-1-_20230815180326204.mp4,Time Stick,0.0,0,0.0,TN
Scenes 021-040__237B-1-_20230815180326204.mp4,TimeSpear,0.0,1,0.8768049478530884,FP
Scenes 021-040__237B-1-_20230815180326204.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 021-040__237B-1-_20230815180326204.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 021-040__237B-1-_20230815180326204.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 021-040__237B-1-_20230815180326204.mp4,Loki's dagger,0.0,1,0.8040670156478882,FP
Scenes 021-040__237B-1-_20230815180326204.mp4,TVA Uniform,1.0,0,0.0,FN
Scenes 021-040__237B-1-_20230815180326204.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 021-040__237B-1-_20230815180326204.mp4,TVA Prisoner Uniform,0.0,1,0.8097102642059326,FP
Scenes 021-040__237B-1-_20230815180326204.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 021-040__237B-1-_20230815180326204.mp4,Sylvie's machete,0.0,1,0.8526362776756287,FP
Scenes 021-040__237B-1-_20230815180326204.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 021-040__237B-1-_20230815180326204.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 021-040__237B-1-_20230815180326204.mp4,TemPad,0.0,0,0.0,TN
Scenes 021-040__237B-1-_20230815180326204.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 001-020__306C-1-_20230815201919138.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 001-020__306C-1-_20230815201919138.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 001-020__306C-1-_20230815201919138.mp4,Aligator Loki Plushie,0.0,1,0.8084936141967773,FP
Scenes 001-020__306C-1-_20230815201919138.mp4,Time Stick,0.0,0,0.0,TN
Scenes 001-020__306C-1-_20230815201919138.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 001-020__306C-1-_20230815201919138.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 001-020__306C-1-_20230815201919138.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 001-020__306C-1-_20230815201919138.mp4,Sylvie's horned headpiece,1.0,0,0.0,FN
Scenes 001-020__306C-1-_20230815201919138.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 001-020__306C-1-_20230815201919138.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 001-020__306C-1-_20230815201919138.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 001-020__306C-1-_20230815201919138.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 001-020__306C-1-_20230815201919138.mp4,Loki's Variant uniform,1.0,0,0.0,FN
Scenes 001-020__306C-1-_20230815201919138.mp4,Sylvie's machete,0.0,1,0.8764200210571289,FP
Scenes 001-020__306C-1-_20230815201919138.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 001-020__306C-1-_20230815201919138.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 001-020__306C-1-_20230815201919138.mp4,TemPad,0.0,0,0.0,TN
Scenes 001-020__306C-1-_20230815201919138.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 001-020__216A-4b- only_20230815182553047.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 001-020__216A-4b- only_20230815182553047.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 001-020__216A-4b- only_20230815182553047.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 001-020__216A-4b- only_20230815182553047.mp4,Time Stick,0.0,0,0.0,TN
Scenes 001-020__216A-4b- only_20230815182553047.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 001-020__216A-4b- only_20230815182553047.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 001-020__216A-4b- only_20230815182553047.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 001-020__216A-4b- only_20230815182553047.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 001-020__216A-4b- only_20230815182553047.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 001-020__216A-4b- only_20230815182553047.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 001-020__216A-4b- only_20230815182553047.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 001-020__216A-4b- only_20230815182553047.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 001-020__216A-4b- only_20230815182553047.mp4,Loki's Variant uniform,1.0,0,0.0,FN
Scenes 001-020__216A-4b- only_20230815182553047.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 001-020__216A-4b- only_20230815182553047.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 001-020__216A-4b- only_20230815182553047.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 001-020__216A-4b- only_20230815182553047.mp4,TemPad,0.0,0,0.0,TN
Scenes 001-020__216A-4b- only_20230815182553047.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 001-020__2000-8- mos_20230815195906019.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 001-020__2000-8- mos_20230815195906019.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 001-020__2000-8- mos_20230815195906019.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 001-020__2000-8- mos_20230815195906019.mp4,Time Stick,0.0,0,0.0,TN
Scenes 001-020__2000-8- mos_20230815195906019.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 001-020__2000-8- mos_20230815195906019.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 001-020__2000-8- mos_20230815195906019.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 001-020__2000-8- mos_20230815195906019.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 001-020__2000-8- mos_20230815195906019.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 001-020__2000-8- mos_20230815195906019.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 001-020__2000-8- mos_20230815195906019.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 001-020__2000-8- mos_20230815195906019.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 001-020__2000-8- mos_20230815195906019.mp4,Loki's Variant uniform,0.0,0,0.0,TN
